UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS;NOME_OLT;NOME_PORTA_OLT
EQP0000000012009705;I01G01230;CTO - OPTAP;SCIMA_G1I01;RUA FARRAPOS IMBITUBA VILA NOVA 88780000 SC 136;IMBITUBA;-28.268645300;-48.692057800;G0;SCIMA-I01SP154;SCIMA-I01SP154-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/10
EQP0000000011991191;I01G01548;CTO - OPTAP;SCIMA_G1I01;RUA DOS REIS IMBITUBA SAGRADA FAMILIA 88780000 SC 480;IMBITUBA;-28.271247800;-48.696432400;G0;SCIMA-I01SP194;SCIMA-I01SP194-SS3;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/2
EQP0000000011991191;I01G01548;CTO - OPTAP;SCIMA_G1I01;RUA DOS REIS IMBITUBA SAGRADA FAMILIA 88780000 SC 480;IMBITUBA;-28.271247800;-48.696432400;G0;SCIMA-I01SP194;SCIMA-I01SP194-SS4;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/2
EQP0000000012009851;I01G01840;CTO - OPTAP;SCIMA_G1I01;AVENIDA SANTA CATARINA IMBITUBA CENTRO 88780000 SC 923;IMBITUBA;-28.240773700;-48.670289000;G0;SCIMA-I01SP230;SCIMA-I01SP230-SS7;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/7
EQP0000000012009851;I01G01840;CTO - OPTAP;SCIMA_G1I01;AVENIDA SANTA CATARINA IMBITUBA CENTRO 88780000 SC 923;IMBITUBA;-28.240773700;-48.670289000;G0;SCIMA-I01SP230;SCIMA-I01SP230-SS8;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/7
EQP0000000011990791;I01G01432;CTO - OPTAP;SCIMA_G1I01;RUA SAO JOSE IMBITUBA VILA NOVA 88780000 SC 112;IMBITUBA;-28.259714900;-48.686091900;G0;SCIMA-I01SP179;SCIMA-I01SP179-SS7;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/9
EQP0000000011990791;I01G01432;CTO - OPTAP;SCIMA_G1I01;RUA SAO JOSE IMBITUBA VILA NOVA 88780000 SC 112;IMBITUBA;-28.259714900;-48.686091900;G0;SCIMA-I01SP179;SCIMA-I01SP179-SS8;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/9
EQP0000000011990821;I01G01222;CTO - OPTAP;SCIMA_G1I01;RUA JOAO EUFRAZIO FIGUEIREDO IMBITUBA VILA NOVA 88780000 SC SN;IMBITUBA;-28.272081400;-48.689606800;G0;SCIMA-I01SP153;SCIMA-I01SP153-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/9
EQP0000000011990821;I01G01222;CTO - OPTAP;SCIMA_G1I01;RUA JOAO EUFRAZIO FIGUEIREDO IMBITUBA VILA NOVA 88780000 SC SN;IMBITUBA;-28.272081400;-48.689606800;G0;SCIMA-I01SP153;SCIMA-I01SP153-SS5;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/9
EQP0000000011990825;I01G01218;CTO - OPTAP;SCIMA_G1I01;RUA RAUL LEONIDAS IMBITUBA CAMPO D AVIACAO 88780000 SC 27;IMBITUBA;-28.273412200;-48.692259200;G0;SCIMA-I01SP153;SCIMA-I01SP153-SS2;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/9
